Tree order	OS_name	Isolate name	Standardized name	Isolation	Ecological origins	Geographical origins	HO deletion	Plasmid class	Plasmid CN	Ploidy	Aneuploidies	Zygosity	Total number of SNPs	Proportion of clean heterozygous SNPs (whole dataset)	Number of singletons	Mean coverage	Clade	MTA (no distribution)	Collection / Provider	Reference
387	OS_746	CBS1540	AHF	Tibi grains	Nature	Switzerland	yes	A	29	1	euploid	homozygous	48,908	0.0	72	235	M1. Mosaic region 1		CBS collection (Nguyen H.V.)	
388	OS_621	SJ5L14	AMP	Fruiting body of Auricularia auricular	Fruit	Taian, Miaoli, Taiwan	no	none	0	2	euploid	heterozygous	54,334	19.9	132	183	M1. Mosaic region 1		National Hsinchu University of Education (Ching-Fu Lee)	25
389	OS_867	995	CPB	Fermented beverage from raisins and sugar	Beer	Hungary	no	A	17	2	aneu;+1*3;	heterozygous	55,098	24.5	219	159	M1. Mosaic region 1		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
390	OS_798	I14_1b	ACS	Vineyard soil	Wine	Italy	yes	A	27	1	euploid	homozygous	47,210	0.0	144	238	M1. Mosaic region 1		Kruglyak Laboratory	1
391	OS_1722	YJM1387	SACE_YCI	Unknown	Wine	Japan	no	none	0	2	euploid	homozygous	45,307	0.0	446	149	M1. Mosaic region 1		Phaff collection	2
392	OS_1155	CLIB1082	BHL	Cider brewery, dry cider	Cider	Upper Normandy, France	no	B	38	2	euploid	heterozygous	56,010	38.1	683	238	M1. Mosaic region 1		CLIB collection (Serge Casaregola)	
393	OS_1154	CLIB1077	BHK	Cider brewery, dry cider	Cider	Upper Normandy, France	no	A	17	2	euploid	heterozygous	55,477	38.0	599	239	M1. Mosaic region 1		CLIB collection (Serge Casaregola)	
394	OS_789	CLIB413_1b	ACG	Fermenting rice beverage	Fermentation	China	yes	B	38	1	euploid	homozygous	44,262	0.0	5	178	M1. Mosaic region 1		CLIB collection	1
395	OS_678	CLIB483_1b	ACH	Cider	Cider	Brittany, France	yes	B	47	1	euploid	homozygous	44,503	0.0	4	204	M1. Mosaic region 1		CLIB collection	1
396	OS_1516	SRC 120	CHV	Cider bioindustrial strain 	Cider	France	no	B	84	2	aneu;+1*9;+1*11;+1*16;	homozygous	44,251	0.0	104	267	M1. Mosaic region 1		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
397	OS_726	CBS7959	AFR	Factory producing ethanol (sugar cane syrup)	Industrial	Sao Paulo, Brazil	yes	A	21	1	aneu;+1*1;	homozygous	50,923	0.0	465	251	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
398	OS_632	RP.10.14	BVC	Bioethanol	Bioethanol	Brazil	no	B	6	2	euploid	heterozygous	62,879	39.9	459	190	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
399	OS_706	CBS7962	AEG	Fermenting concentrated syrup (sugar cane)	Industrial	Brazil	yes	B	77	1	euploid	homozygous	52,280	0.0	227	255	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
400	OS_733	CBS7961	AGM	Fermenting concentrated syrup (sugar cane)	Industrial	Sao Paulo, Brazil	yes	B	23	1	euploid	homozygous	53,519	0.0	266	434	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
401	OS_654	SA.10.1.VL1	CNQ	Bioethanol	Bioethanol	Brazil	no	B	10	2	euploid	heterozygous	66,761	51.4	261	239	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
402	OS_707	CBS7964	AEH	Fermenting concentrated syrup (sugar cane)	Industrial	Brazil	yes	B	85	1	euploid	homozygous	48,968	0.0	48	270	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
403	OS_716	CBS7960	AFD	Factory producing ethanol (sugar cane syrup)	Industrial	Sao Paulo, Brazil	yes	A	41	1	euploid	homozygous	25,931	0.0	112	185	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
404	OS_742	CBS7963	AHC	Fermenting concentrated syrup (sugar cane)	Industrial	Sao Paulo, Brazil	yes	A	39	1	euploid	homozygous	48,580	0.0	61	186	3. Brazilian bioethanol 		CBS collection (Nguyen H.V.)	
405	OS_628	M.9.1	BTT	Cachaca	Distillery	Brazil	no	B	5	2	euploid	heterozygous	60,639	39.2	165	188	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
406	OS_627	M1.1	APH	Cachaca, Muller Industrial	Distillery	Pirassununga, Sao Paulo, Brazil	no	B	24	2	euploid	heterozygous	59,578	35.9	77	207	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
407	OS_629	M.14.1	BTV	Cachaca	Distillery	Brazil	no	B	11	2	euploid	heterozygous	60,250	37.6	87	214	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
408	OS_630	RP.10.4	BVA	Bioethanol	Bioethanol	Brazil	no	B	14	2	euploid	heterozygous	60,841	39.5	281	247	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
409	OS_638	SM.9.4.BR2	CMT	Bioethanol	Bioethanol	Brazil	no	C	106	2	euploid	heterozygous	56,241	29.2	35	115	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
410	OS_646	SM.8.7.BR1	CNG	Bioethanol	Bioethanol	Brazil	no	C	37	2	euploid	heterozygous	60,821	39.5	44	212	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
411	OS_649	SA.1.5.	CNK	Bioethanol	Bioethanol	Brazil	no	B	14	2	euploid	heterozygous	57,724	29.5	114	349	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
412	OS_626	VF8_(6)	APG	Bioethanol, Sao Joao sugar mill	Bioethanol	Araras, Sao Paulo, Brazil	no	B	15	1	euploid	homozygous	48,006	0.0	69	263	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
413	OS_651	SA.9.3.VR1	CNM	Bioethanol	Bioethanol	Brazil	no	B	9	2	euploid	heterozygous	61,093	41.3	103	202	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
414	OS_653	SA.9.4.BR2	CNP	Bioethanol	Bioethanol	Brazil	no	B	10	2	euploid	heterozygous	58,538	37.1	91	164	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
415	OS_655	SA.10.1.VR4	CNR	Bioethanol	Bioethanol	Brazil	no	B	17	2	euploid	heterozygous	59,740	39.7	85	220	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
416	OS_631	RP.10.13	BVB	Bioethanol	Bioethanol	Brazil	no	B	10	2	euploid	heterozygous	63,401	46.3	236	249	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
417	OS_648	SM.8.8.CVR1	CNI	Bioethanol	Bioethanol	Brazil	no	B	6	2	euploid	heterozygous	61,424	37.8	131	289	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
418	OS_647	SM.8.8.BL1	CNH	Bioethanol	Bioethanol	Brazil	no	A	4	2	euploid	heterozygous	61,846	39.3	114	241	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
419	OS_637	SM.9.4.BR1	BVH	Bioethanol	Bioethanol	Brazil	no	B	10	2	euploid	heterozygous	58,661	46.3	5	71	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
420	OS_652	SA.9.4.VL4	CNN	Bioethanol	Bioethanol	Brazil	no	B	18	2	euploid	heterozygous	64,402	48.2	8	194	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
421	OS_645	SM.8.7.L9	CNF	Bioethanol	Bioethanol	Brazil	no	B	9	2	euploid	heterozygous	66,088	49.5	3	219	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
422	OS_641	SM.8.2.C13	CNB	Bioethanol	Bioethanol	Brazil	no	B	32	2	euploid	heterozygous	66,666	50.0	5	311	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
423	OS_636	SM.9.4.BL2	BVG	Bioethanol	Bioethanol	Brazil	no	B	14	2	euploid	heterozygous	66,469	49.7	5	263	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
424	OS_644	SM.8.7.L8	CNE	Bioethanol	Bioethanol	Brazil	no	B	107	2	euploid	heterozygous	65,319	48.8	4	188	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
425	OS_650	SA.9.2.BL3	CNL	Bioethanol	Bioethanol	Brazil	no	B	10	2	aneu;+1*3;	heterozygous	66,852	50.0	7	320	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
426	OS_633	SM.9.1.AL1	BVD	Bioethanol	Bioethanol	Brazil	no	B	5	2	euploid	homozygous	51,003	0.0	2	225	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
427	OS_635	SM.9.2.BR3(L)	BVF	Bioethanol	Bioethanol	Brazil	no	B	6	2	euploid	heterozygous	63,282	41.2	7	243	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
428	OS_656	RP11.4.1	CNS	Bioethanol	Bioethanol	Brazil	no	B	7	2	euploid	heterozygous	61,973	39.7	1	171	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
429	OS_657	RP11.4.11	CNT	Bioethanol	Bioethanol	Brazil	no	B	9	2	euploid	heterozygous	62,369	39.6	5	214	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
430	OS_634	SM.9.1.BL7	BVE	Bioethanol	Bioethanol	Brazil	no	B	20	1	euploid	homozygous	48,315	0.0	8	254	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
431	OS_658	RP11.4.14	CNV	Bioethanol	Bioethanol	Brazil	no	B	20	2	aneu;+1*6;	heterozygous	57,314	31.0	63	316	3. Brazilian bioethanol 		IBB-Unesp (Ana Teresa B. F. Antonangelo )	13
432	OS_741	CBS4734	AHB	Sugar cane juice	Nature	NA	yes	A	30	1	euploid	homozygous	47,433	0.0	71	213			CBS collection (Nguyen H.V.)	
433	OS_1704	YJM1250	SACE_YBQ	Sugar cane	Nature	NA	no	A	77	2	euploid	homozygous	47,178	0.0	64	51			Phaff collection	2
434	OS_1568	N19-1C	CCL	Exudate of Quercus sp.	Tree	Gelendzhik region, Caucasus, Russia	no	none	0	2	euploid	homozygous	46,806	0.0	2,703	298	4. Mediterranean oak 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
435	OS_874	2162	BBQ	Forest soil, 30C	Soil	Hungary	no	none	0	2	euploid	homozygous	45,547	0.0	18	238	4. Mediterranean oak 		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
436	OS_876	2187	BBS	Forest soil, 30C	Soil	Hungary	no	none	0	2	euploid	homozygous	45,919	0.0	17	327	4. Mediterranean oak 		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
437	OS_1458	EXF-7197	BFP	Quercus sp.	Tree	Montenegro	no	none	0	2	euploid	homozygous	45,472	0.0	1,899	231	4. Mediterranean oak 		University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
438	OS_382	ZP_567	BTG	Quercus pyrenaica	Tree	Portugal, Castelo de Vide,	no	none	0	2	euploid	homozygous	46,473	0.0	2,386	221	4. Mediterranean oak 		Faculdade de Ciencias e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(Jose Paulo Sampaio)	
439	OS_1557	sample 50	CLC	Dead tree	Tree	Bordeaux, France	no	none	0	2	aneu;+2*3;	homozygous	45,668	0.0	6	182	4. Mediterranean oak 		Schacherer Laboratory	
440	OS_1556	sample 40	CLB	Tree leaves	Tree	Bordeaux, France	no	none	0	2	euploid	homozygous	45,988	0.0	6	264	4. Mediterranean oak 		Schacherer Laboratory	
441	OS_1558	sample 33	CLD	Flower	Flower	Bordeaux, France	no	A	1	2	aneu;+2*3;	homozygous	45,922	0.0	39	224	4. Mediterranean oak 		Schacherer Laboratory	
442	OS_1368	CBS420	AQM	Stracchino cheese	Dairy	Italy	no	none	0	2	aneu;+1*9;+1*16;	heterozygous	65,641	19.2	1,647	145	5. French dairy 		CBS collection (Nguyen H.V.)	
443	OS_1457	EXF-7145	BFN	Quercus robur	Tree	Serbia	no	none	0	2	aneu;+1*10;	heterozygous	48,250	39.6	1,104	49	5. French dairy 		University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
444	OS_285	368428S	BME	Human	Human	RVI Newcastle, UK	no	none	0	3	aneu;+1*9;	heterozygous	96,403	66.0	6,964	325	5. French dairy 		National Collection of Yeast Cultures (NCYC)(Stephen A James, Donald Mackenzie and Ian Roberts)	
445	OS_1392	CBS2421	ARS	Japanese kefyr grains	Nature	NA	no	none	0	2	aneu;+1*1;	heterozygous	66,561	36.0	2,073	115	5. French dairy 		CBS collection (Nguyen H.V.)	
446	OS_1388	CBS2246	ARN	Sputum	Human, clinical	Netherlands	no	none	0	3	euploid	heterozygous	82,868	48.1	6,789	202	5. French dairy 		CBS collection (Nguyen H.V.)	
447	OS_1131	CLIB560	BGM	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	71,621	29.2	349	255	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
448	OS_1133	CLIB562	BGP	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	67,376	32.8	295	74	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
449	OS_1452	EXF-5871	BFH	Homemade cheese	Dairy	Slovenia	no	none	0	2	euploid	heterozygous	73,794	35.8	1,911	258	5. French dairy 		University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
450	OS_1135	CLIB564	BGR	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	aneu;+1*12;	heterozygous	74,328	34.4	918	219	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
451	OS_1407	CLIB630	ASN	Dairy cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	75,239	38.4	96	248	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
452	OS_1129	CLIB558	BGK	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	75,031	39.1	84	242	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
453	OS_1137	CLIB631	BGS	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	aneu;+1*10;	heterozygous	73,029	36.4	134	235	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
454	OS_1123	CLIB552	BGD	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	70,440	27.1	126	231	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
455	OS_1128	CLIB557	BGI	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	74,022	36.2	84	231	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
456	OS_600	CLQCA_13-023	ALD	Wax on rock surface	Nature	Bolivar, Ecuador	no	none	0	2	euploid	heterozygous	70,912	27.4	483	221	5. French dairy 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
457	OS_1117	CLIB546	BFS	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	72,707	29.3	191	220	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
458	OS_1121	CLIB550	BGB	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	72,631	28.6	148	218	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
459	OS_1125	CLIB554	BGF	Dairy, brine	Dairy	France	no	none	0	2	euploid	heterozygous	73,587	31.3	30	225	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
460	OS_1126	CLIB555	BGG	Dairy, brine	Dairy	France	no	none	0	2	aneu;+1*11;	heterozygous	74,436	33.2	23	229	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
461	OS_1391	CBS2272	ARR	Butter milk	Dairy	Delft, Netherlands	no	none	0	2	aneu;+1*1;+1*3;	heterozygous	66,719	5.4	95	199	5. French dairy 		CBS collection (Nguyen H.V.)	
462	OS_1118	CLIB547	BFT	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	69,298	13.8	261	208	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
463	OS_1124	CLIB553	BGE	Dairy, raw milk	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	69,299	12.9	121	225	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
464	OS_1130	CLIB559	BGL	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	74,555	31.8	150	267	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
465	OS_1119	CLIB548	BFV	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	aneu;+1*11;	heterozygous	74,218	33.3	51	213	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
466	OS_1120	CLIB549	BGA	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	73,861	32.0	35	224	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
467	OS_1138	CLIB648	BGT	Dairy, whey	Dairy	Alpes, France	no	none	0	2	euploid	heterozygous	71,410	25.8	174	244	5. French dairy 		CLIB collection (Serge Casaregola)	
468	OS_1139	CLIB649	BGV	Dairy, whey	Dairy	Alpes, France	no	none	0	2	euploid	heterozygous	71,232	26.4	174	205	5. French dairy 		CLIB collection (Serge Casaregola)	
469	OS_1127	CLIB556	BGH	Dairy, Saint Maure goat's cheese	Dairy	Poitou-Charentes, France	no	none	0	2	euploid	heterozygous	72,003	28.7	132	192	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
470	OS_1132	CLIB561	BGN	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	72,229	28.6	128	309	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
471	OS_1122	CLIB551	BGC	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	74,785	34.9	10	250	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
472	OS_1134	CLIB563	BGQ	Dairy, cheese (camembert)	Dairy	Normandy, France	no	none	0	2	euploid	heterozygous	75,252	35.1	34	305	5. French dairy 		CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola)	
473	OS_1554	malade Boisse	CKV	Unknown	Human, clinical	France	no	none	0	2	euploid	heterozygous	73,873	33.4	98	232	5. French dairy 		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
474	OS_723	CBS4456	AFL	Kaffir beer	Beer	South Africa	yes	none	0	1	aneu;+1*8;	homozygous	58,139	0.0	401	192	6. African beer 		CBS collection (Nguyen H.V.)	
475	OS_821	CBS4454	AEN	Kaffir beer	Beer	South Africa	no	none	0	2	aneu;+1*1;+1*3;+1*4;	heterozygous	67,373	23.7	728	207	6. African beer 		CBS collection (Nguyen H.V.)	
476	OS_1397	CBS4455	ASC	Kaffir beer	Beer	South Africa	no	none	0	3	aneu;+1*1;	heterozygous	77,037	43.7	1,864	240	6. African beer 		CBS collection (Nguyen H.V.)	
477	OS_226	A-6	ANL	Sorghum beer	Beer	Ghana	no	none	0	4	euploid	heterozygous	86,350	50.0	6,635	207	6. African beer 		The Royal Veterinary and Agricultural University (Lene Jespersen)	14
478	OS_227	A-18	ANM	Sorghum beer	Beer	Ghana	no	none	0	4	euploid	heterozygous	85,165	48.8	5,570	211	6. African beer 		The Royal Veterinary and Agricultural University (Lene Jespersen)	14
479	OS_526	CH02	AVN	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	4	euploid	heterozygous	86,031	47.4	6,659	292	6. African beer 		Universite de Lyon (Michel Aigle)	15
480	OS_527	CH06	AVP	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	5	aneu;-1*14;	heterozygous	88,917	51.6	380	204	6. African beer 		Universite de Lyon (Michel Aigle)	15
481	OS_528	CH10	AVQ	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	5	aneu;+1*4;	heterozygous	90,003	52.0	376	220	6. African beer 		Universite de Lyon (Michel Aigle)	15
482	OS_529	CH11	AVR	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	5	aneu;-1*15;	heterozygous	90,171	52.5	475	218	6. African beer 		Universite de Lyon (Michel Aigle)	15
483	OS_530	CH14	AVS	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	5	aneu;+1*12;+1*13;	heterozygous	91,561	53.6	465	244	6. African beer 		Universite de Lyon (Michel Aigle)	15
484	OS_531	CH13	AVT	Pearl millet beer	Beer	Abengourou, Ivory Coast	no	none	0	5	aneu;+1*2;+1*5;	heterozygous	90,019	51.9	360	229	6. African beer 		Universite de Lyon (Michel Aigle)	15
485	OS_1141	CLIB651	BEK	Beer leaven for Bili Bili beer, brewery	Beer	Chad	no	none	0	4	euploid	heterozygous	74,975	35.9	234	242	6. African beer 		CLIB collection (Serge Casaregola)	
486	OS_1143	CLIB653	BEM	Beer leaven for Bili Bili beer, brewery	Beer	Chad	no	none	0	4	euploid	heterozygous	75,405	36.5	418	217	6. African beer 		CLIB collection (Serge Casaregola)	
487	OS_1140	CLIB650	BEI	Bili Bili beer, brewery	Beer	Chad	no	none	0	3	euploid	heterozygous	69,615	28.1	35	261	6. African beer 		CLIB collection (Serge Casaregola)	
488	OS_1144	CLIB654	BEN	Beer leaven for Bili Bili beer, brewery	Beer	Chad	no	none	0	3	euploid	heterozygous	69,397	28.2	34	231	6. African beer 		CLIB collection (Serge Casaregola)	
489	OS_1145	CLIB655	BHA	Beer leaven for Bili Bili beer, brewery	Beer	Chad	no	A	3	3	euploid	heterozygous	69,408	28.1	18	223	6. African beer 		CLIB collection (Serge Casaregola)	
490	OS_1067	MAJ_G	BDN	Plant material	Nature	Majunga, Madagascar	no	none	0	2	euploid	heterozygous	66,059	7.7	7,223	200	6. African beer 		National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	
491	OS_1610	N26-1-10:7-5(a)	CES	Maize dough	Bakery	Ghana	no	none	0	2	aneu;-1*1;	homozygous	61,039	0.0	1,180	143	6. African beer 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
492	OS_1609	N34:2-4(a)	CER	Maize dough	Bakery	Ghana	no	none	0	2	euploid	homozygous	62,005	0.0	1,239	229	6. African beer 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
493	OS_1611	N134:7-1(a)	CET	Maize dough	Bakery	Ghana	no	none	0	2	aneu;-1*9;	homozygous	61,876	0.0	1,284	232	6. African beer 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
494	OS_1244	DBVPG1848	BPI	Tecc	Unknown	Ethiopia	no	none	0	2	aneu;+1*1;+1*12;	heterozygous	71,062	49.3	267	174			DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
495	OS_1248	DBVPG1895	BPN	Grape must treated with pesticides	Wine	Italy	no	A	35	2	euploid	heterozygous	70,544	45.8	211	218			DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
496	NA	YJM1463	SACE_YDB	White Tecc	Unknown	Africa	no	A	117	2	euploid	homozygous	56,625	0.0	121	184				2
